Gene names,Alpha A30P_day_1_1, Alpha A30P_day_1_2, Alpha A30P_day_10_1, Alpha A30P_day_10_2, Alpha A53T_day_1_1, Alpha A53T_day_1_2, Alpha A53T_day_10_1, Alpha A53T_day_10_2, Alpha A53T_day_30_1, Alpha A53T_day_30_2
,-0.54247925,-0.49834176,-0.106637789,0.115965432,-0.511793512,-0.766725461,0.034779158,-0.0747449,-0.183342955,#VALUE!
NUCB1,1.169219511,0.897472787,1.198808432,1.467696836,0.716420286,0.422125333,1.166522644,1.477418293,0.989575021,1.0846766
tsr,-0.742868659,-1.06570242,-0.247405533,-0.130570746,-0.789536322,-0.750663889,-0.114613062,-0.191392538,-0.366931543,-0.234210683
Fas2,0.078336571,0.176578094,0.775851231,0.55198351,0.295487943,0.134352387,0.488412176,0.63747114,0.245617353,0.420940456
mt:Cyt-b,0.984552895,1.090040415,0.674460652,0.533064922,0.558071669,0.283329168,0.201006466,0.070664101,0.507211103,0.640343282
,-0.661729633,-0.739637052,-0.166810341,0.02644598,-0.625244269,-0.722372252,-0.219538709,-0.013013922,-0.295004128,-0.031002433
Aac11,-2.094063822,-1.718236478,-0.76121314,-1.204332781,-1.674889946,-1.722657916,-0.484206823,-1.048084018,-1.333370644,#VALUE!
l(3)neo18,1.840120773,1.670251176,0.969086007,1.019986512,1.811018833,1.411372008,0.894759569,0.983823598,0.847435749,0.855750557
CG32473-RB;CG32473-RC,-0.048322692,-0.887953815,-0.495389776,-0.524043536,-0.803015336,-0.847621855,-1.285002828,-0.448331415,-0.656671777,-0.75911176
,-1.519569417,-1.17062127,-1.219169197,-1.204765019,-1.444890644,-1.576303514,-1.664836921,-1.128692535,-1.822656212,-1.806467937
metro,-0.593376259,-0.678002657,-0.662003536,-0.744583867,-0.514738062,-0.632114577,-0.826719028,-0.588009803,-0.970497641,-0.978179183
Syt1,0.182565182,0.22292818,-0.037117872,0.015212085,0.47612242,0.127237062,0.04949137,0.042924445,-0.451109676,-0.562197003
Gs1,-0.158091271,-0.323642313,-0.573123404,-0.452964826,-0.0781524,-0.162476512,-0.758818787,-0.733939111,-1.424571484,-1.319909734
ltd,0.014640947,0.360420466,0.212756083,0.156267163,0.599508236,0.268793675,0.084472517,0.099497201,-0.410236513,-0.524271756
Zasp66,2.339194407,1.991245185,0.891730247,0.671927385,2.43103453,2.188369272,1.018634174,0.852158684,0.78257631,0.842697303
CG15881-RA,0.926151273,0.153416242,#VALUE!,0.817623258,0.176705738,0.088684372,0.514400039,0.902961119,0.884011738,1.204328555
Prx5,1.080521232,0.836570515,0.141955886,0.276556218,1.078063256,0.873813198,0.101381142,0.208267529,-0.152435967,-0.154104546
RpS27A;RpL40;Ubi-p5E;Ubi-p63E,-0.062263911,-0.098289311,0.140778656,0.254473108,-0.241406863,-0.55173334,0.333652715,0.243181602,0.019915368,0.133168933
Tsp96F,0.005328121,-0.21606567,0.443606651,-0.009321002,0.355805639,-0.265986292,0.162725653,0.511265613,-0.186721595,0.296075575
bnb,0.646623508,0.235481995,0.696260954,0.807437359,0.615792931,0.388134419,0.764176276,0.622461867,0.057831475,0.122606463
Nup98-96,-0.516862691,#VALUE!,-0.324780235,-0.243779423,-0.813499442,#VALUE!,#VALUE!,-2.689473737,-1.183179145,-0.498239867
Pfk,-2.280965547,-2.066971307,-2.627092465,-2.539855079,-2.304219935,-2.157849825,-2.657718346,-2.64819078,-2.659084577,-2.524749061
Mlp60A,-1.656216984,-1.749571959,-0.208677675,-0.227945448,-1.911858403,-2.169485047,-0.335316926,-0.325919055,-0.526763781,-0.84065499
,-0.700966398,-0.414441309,-0.340185018,-0.581389046,-0.156305528,-0.613387679,-0.371627663,-0.341098474,-0.951345298,-0.481485003
trol,-2.7390831,-2.353726725,-2.152323728,-2.683715209,-2.119102934,-2.375945909,-2.185802347,-2.8303315,-2.981422794,-2.449217513
Lac,0.252294541,0.308826824,0.924479992,0.980098439,0.524665509,0.381837084,0.95836015,1.001586092,0.517225293,0.669843154
,0.080794082,-0.043645915,-0.448961473,-0.681723656,-0.059885883,-0.206029228,-0.644916058,-0.587381041,-0.91123423,-0.910149354
SmE,#VALUE!,#VALUE!,1.28172792,#VALUE!,#VALUE!,#VALUE!,1.331705216,1.38327574,1.155166339,1.474046599
,-0.589702318,-0.312419677,-0.827256483,-1.162331199,0.059908989,-1.507254632,-0.799872346,-0.658629023,-1.248999112,-1.04930764
Cpr62Bc,0.087734382,-0.051159969,0.840845888,1.133103158,0.241474126,-0.320269949,0.841651143,0.954419678,0.751806465,0.628633634
Rtnl1,0.447737871,0.520749097,0.84052366,0.779890039,0.683022665,0.51318752,0.859253985,0.863700624,0.482228746,0.55198351
TpnC4,1.96014098,1.744247224,0.681224354,0.726220885,1.367315146,1.246772896,1.09592442,0.960808225,1.226693479,1.205392513
LSm7,0.171334947,#VALUE!,-0.812916397,0.630778213,#VALUE!,-0.448981167,0.512075149,0.477780929,0.402285592,0.894061059
CRMP,-1.831614695,-1.766013801,-1.14053926,-1.125509898,-1.565075592,-1.78791631,-1.477180909,-1.211865584,-1.466735687,-1.431909507
Act79B,-0.99260354,-0.845779746,-1.160653083,-1.195120392,-0.754382647,-1.19855987,-1.180626107,-1.269825259,-0.992460016,-1.142034924
HmgZ,1.559100189,1.50523039,1.370833848,1.477729129,1.597698019,1.237686079,1.335368915,1.621524444,1.164207025,1.372394965
,1.05088474,1.119820952,0.246955265,0.591679417,1.131984509,0.40206725,0.476744584,0.553065544,0.387693396,0.381504883
CG5721,-1.9763614,-1.55864401,#VALUE!,-1.03377628,-1.806568867,-2.108363064,-0.718450107,-0.804350034,-0.272785278,#VALUE!
Sirup,0.808508617,0.449957484,0.726220885,0.635893663,0.912649865,0.086512047,0.659650603,0.952855377,0.193960937,0.177343788
l(1)G0156,-0.246292784,-0.17424693,-1.030206674,-0.953830273,-0.322306852,-0.351221662,-0.91983355,-0.939150189,-1.032713325,-1.159911462
CG5377-RA,1.786638179,1.611455697,0.828550347,0.817786958,0.96413983,1.127171015,0.599889045,0.664937877,0.076695902,0.376623787
Ca-P60A,-1.810864937,-1.656353407,-1.966347948,-2.014033319,-1.645028856,-1.70641763,-2.082835612,-1.945359869,-2.17299399,-2.268538675
Chmp1,1.094709007,0.738378743,1.114100452,1.176386607,0.992260861,0.802978987,0.908889747,1.21704455,0.809002775,0.495490511
Bj1,-0.443909072,-0.592418829,-0.330265671,-0.744994854,-0.581281116,-0.781256024,-0.724587624,-0.597867244,-0.861447625,-1.040289186
,-0.897167211,-1.03495826,0.39297679,0.246468895,-1.233277641,-1.43389602,0.675815931,0.65681668,0.618614553,0.885574364
nrv3,0.286171451,0.304277388,-0.020179508,0.031818626,0.599317794,0.308360875,-0.093001687,0.068189259,-0.501606147,-0.539771185
up,1.715058694,1.767654798,0.781317744,0.791855737,1.909619516,1.355523769,1.010278567,0.976950127,1.168706211,1.016710248
,0.099227866,0.104470858,0.651407656,0.709114148,0.066123642,-0.543404095,0.699640466,0.293841299,0.363563594,0.759241072
His3.3A;His3,-0.045386764,0.060877473,0.543495883,0.412510571,0.087462841,-0.031326756,0.532965216,0.599603448,0.414243799,-0.282789701
CG42540,0.333423734,0.609471311,0.677260161,0.657822903,0.426747809,#VALUE!,0.660381035,0.717385799,0.384933947,0.161565256
,1.088345161,1.048584958,0.254110242,0.199750857,0.720978845,0.840443091,0.400647221,0.318808503,0.027720258,0.123798608
Jupiter,-0.052191731,-0.438365926,0.370610693,0.478298822,-0.442594812,-0.605793197,0.377401431,0.439250781,-0.121973127,-0.048561406
Cpr72Ec,1.368321366,0.95419631,1.606631732,1.499731105,1.109093059,0.766637562,1.347608968,1.320484678,1.094100916,1.219214996
Syt7,-1.07017871,-0.528469144,-0.7119368,-0.342853934,-0.163235609,-0.853631521,-0.418195647,-0.649208586,-1.022009438,-0.887553404
,-1.096406361,-0.924398915,-1.254633573,-1.210128885,-0.729578703,-1.546498224,-1.593223898,-1.32369648,-1.620911414,-1.405604327
,-2.117474327,-2.174686531,-1.534077761,-1.599943049,-2.234397364,-2.542542289,-1.415653181,-1.485801977,-1.176087633,-1.086997647
,0.05630606,0.311968051,0.7114068,0.913722387,0.089362553,-0.324744097,0.880332889,0.71087805,0.074368422,0.447420505
Gbeta13F,-1.269303533,-1.037710112,-0.984902124,-1.045252778,-0.657854911,-0.877897184,-1.135427537,-1.163817315,-1.660315293,-1.677195013
GstS1,1.345850517,1.120816395,0.178109076,0.226385217,0.855591108,0.740366343,0.493339909,0.390337512,0.673285045,0.682932803
Uch,-0.626268278,-0.64200892,0.111298453,0.126576457,-0.499034825,-0.912754428,-0.128645216,-0.061902439,-0.11478489,-0.003481091
CG9112,0.657548548,0.339137385,1.084404483,1.020839967,0.3911078,0.080794082,0.900412801,0.981560432,0.722028778,1.004249685
CG6330-RB,-0.334243417,-0.104945606,-0.025382587,-0.207244578,0.112766845,-0.329087169,-0.42267511,-0.453754976,-0.690451252,-0.832950428
,0.311735602,0.327112471,0.812375001,0.974235604,-0.180135656,-0.070542262,0.989139007,1.127699305,1.031112841,1.178236585
l(2)34Fc,-1.461958547,-1.58454418,0.151209393,0.500598124,-1.987302616,-1.884593809,0.174278571,0.229341813,0.967537536,1.352306553
l(1)G0196,#VALUE!,-0.608628196,-2.189417055,#VALUE!,#VALUE!,#VALUE!,-1.245847925,#VALUE!,-0.881002466,-1.321928095
,-0.159975936,-0.209728406,-0.037117872,-0.093140182,#VALUE!,-0.340714752,-0.030855037,-0.068468216,-0.604805554,-0.254754061
hoe1,#VALUE!,#VALUE!,#VALUE!,0.389676937,0.971515964,1.067225673,#VALUE!,#VALUE!,-0.646834821,-0.353192192
fln,2.317275122,2.090379227,0.913492628,1.042504263,1.703632307,1.495081119,1.060669995,1.135928816,1.31556623,1.327802315
Aats-gly,-2.177490097,-1.747535897,-1.131123627,-1.87503669,-1.029823688,-2.319117579,-1.446777137,-1.370526803,-1.648733521,-1.540316587
,-0.684410585,-0.752996107,-0.317732353,-0.383058944,-0.830151944,-1.194393859,-0.389942538,-0.373028274,-0.486185884,-0.478486871
Scp2,0.911883289,0.660381035,0.475396222,0.532366836,0.875544181,0.605209844,0.455018097,0.463413204,0.123666196,0.126179949
Chd64,-0.362640155,-0.483904145,-0.177832766,-0.225497555,-0.436705174,-0.629679459,-0.29385407,-0.288328897,-0.738986782,-0.730511967
shi,-1.272785278,-0.944304557,-1.164884385,-1.12960766,-0.695535686,-0.806266098,-1.254117311,-1.075337592,-1.656944722,-1.725326838
Sap47,1.704916218,1.557483614,1.054153872,1.182819402,1.725392163,1.568226722,1.135009441,1.074847916,0.700972307,0.529671048
inaC,-2.857364375,-2.450320973,-2.576992028,-3.076919294,-2.53750787,-2.538010522,-2.922046085,-2.815326153,-2.950201973,-3.018468793
sn,-1.732212539,-1.920024623,-1.052715371,-1.426858185,-1.63356867,-2.682973845,-1.437095767,-1.46291271,-1.679781068,-1.781107264
,0.874914973,0.659102536,0.09396575,0.179638435,0.593114696,0.471759742,0.0360461,-0.092924751,0.019203734,-0.042962054
Cpr49Ae,0.697506959,0.876644635,1.135928816,1.313942357,0.784252693,0.971810227,0.96761131,0.990374036,0.80760222,0.861875984
Ho,-0.03172489,0.14182513,0.266516713,0.062674363,0.546659906,0.013926706,0.303926836,0.346417994,0.037733627,0.034215715
GstD3,-0.364310607,-0.451287193,0.023610215,0.243181602,-0.286427347,-0.639984148,0.235849577,0.284395681,-0.184686903,0.179001399
Cpr64Ac,-0.40323656,-0.655012475,1.289775458,1.380618638,-1.630885334,-1.628563807,0.678522677,0.634593268,0.798672679,0.848477725
Actn,-2.208427614,-2.077162787,-1.723801135,-1.698388943,-2.171433406,-2.235144329,-1.662597172,-1.666255703,-1.726997425,-1.812029606
Rtnl1,1.100775858,1.365972428,0.9046575,1.072723231,1.286526343,0.732833575,0.97460273,1.101650076,0.792022388,0.633849659
CG17273,-1.21464196,-0.737735237,-0.5239813,-0.730751363,-1.032329673,-1.282719499,-0.601080545,-0.40858866,-1.146084172,-0.77196327
Cyp305a1,#VALUE!,#VALUE!,-1.337739802,-0.707006279,#VALUE!,#VALUE!,-1.440459241,-1.853136273,-0.987359819,#VALUE!
fon,-1.19779851,-1.868594897,0.279649579,0.278817403,-1.718663767,-2.177424835,0.513490746,0.435735259,-0.180724218,-0.26044565
,-0.81114336,-1.040882729,-1.489726689,-1.562047899,-0.70012236,-1.128219422,-1.401482338,-1.445794281,-1.603752812,-1.758769964
Uev1A,-0.524168015,-0.411655941,-0.219824307,-0.331572213,-0.486549681,-1.175142554,-0.188397448,-0.213219654,-0.713237111,-0.446836129
AnnIX;AnxB9,-0.803443313,-0.707783662,-0.077391099,-0.178926589,-0.655557788,-0.863913636,-0.215144285,-0.12965501,-0.501218114,-0.412020614
CG17593-RA,-1.345124568,-1.703783429,-0.376451484,-0.449493299,0.272381578,-1.186229068,-0.639040225,-0.471448684,-0.199835221,-0.110137119
P5CDh1,-1.217323052,-1.105255949,-1.438150897,-1.521680466,-1.151586375,-1.151778692,-1.474652716,-1.474372079,-2.05193746,-2.112474729
Updo,0.062950609,2.096767855,0.247076832,-0.02991206,-2.377219547,-1.135427537,0.113167057,0.023184369,0.151469198,0.481298942
PMCA,-2.218598318,-2.162105185,-2.056911346,-2.172148464,-1.939537512,-2.145350001,-2.20909454,-2.127777989,-2.48681248,-2.521266292
CG31195-RA,-0.898699548,-0.826770206,-0.262624739,-0.440655033,-0.909607222,-0.929335899,-0.434578298,-0.409220753,-0.697686799,-0.623398437
Cpr67B,2.913760676,2.725370348,1.49036475,1.509290462,3.077892407,2.778376811,1.487486349,1.348005741,0.373063499,0.307778227
Aats-tyr,-2.404305393,-2.174881951,-1.649955434,-1.424416584,-2.289474558,-2.634957018,-1.677148876,-1.312724268,-1.456761499,-1.015811707
Tina-1,-0.711582373,-0.653150874,0.292663973,#VALUE!,#VALUE!,-0.704653124,0.341758085,#VALUE!,-0.262763205,0.077379741
Dic1,1.479541007,2.109360559,1.039138394,1.347608968,2.194591403,2.077174623,0.990301417,0.841973119,0.886823248,1.102926827
synj,-2.291592017,-1.395207509,-2.450242127,-2.592397077,-1.835419652,-1.461362515,-1.957243613,-1.847777634,-2.179841465,-2.7868705
,0.855750557,0.518031493,0.98812113,0.940429889,0.896930552,0.567837462,0.81991338,0.890641244,0.355805639,0.288417627
Cbs,-2.406521926,-1.693387776,-0.63323298,#VALUE!,-2.55384966,-0.862050621,#VALUE!,#VALUE!,-1.313943275,-2.195946441
ens,0.590434352,0.350497247,0.942908554,1.022474347,0.35918379,0.067501049,0.56832402,0.698040631,0.742523677,0.678252231
Tm1,1.037101036,0.789937869,0.767908995,0.805540107,0.539431811,0.417379976,0.809825996,0.84020136,0.765959006,0.749233898
Pbgs,-1.625622622,-1.487378671,-0.023768358,-1.593789891,-2.144775692,#VALUE!,-0.876095471,-1.720564364,-1.245163795,#VALUE!
Cpr49Aa,1.942383132,1.409363779,1.765577178,1.512682003,1.749190983,1.331819848,1.699462794,1.5621325,1.173767068,1.24610401
fray,-0.712953307,-0.669349821,-0.795683966,-0.882331551,-0.89867265,-0.873317826,-1.03029507,-0.820896656,-1.30918066,-0.990452169
Snap25,0.240131118,0.047957107,0.095721922,-0.048307774,0.352645545,0.258338011,-0.071633467,-0.251727704,-0.613785012,-0.658424071
,0.652050466,0.221815228,0.677620992,0.733614653,0.317998618,0.043764442,0.627513457,0.574343754,0.339023333,0.415001431
Gli,-0.247696701,-0.093971432,#VALUE!,0.209765266,-0.856345365,0.112766845,0.073271836,-0.024545897,-0.492382933,-0.083798545
ogre,-1.211330992,-0.503609237,-0.85378795,-1.349308956,-0.728048499,1.199436784,-0.849726291,-1.060999155,-1.680520793,-1.276240502
Ilk,-1.90865898,-1.548606873,-1.201609336,-1.404229022,-1.298034052,-1.57565833,-1.311721152,0.112766845,-1.70566451,-1.596666826
rdgC,-1.776701027,-1.604805554,-1.094495057,-1.542962618,-1.336755587,-1.36650369,-1.820871171,-1.301906012,-2.027969116,-2.190865478
,-0.874137336,-0.814539369,-0.117083109,-0.227371086,-1.175892048,-1.016045101,-0.462097656,0.024603367,-0.810434754,-0.624866014
CG6412,-2.049188217,-2.355202326,-1.301017029,-1.406063053,-2.052595665,-2.426470353,-1.247114423,-1.315019726,-1.154634403,-1.247833741
Mf,2.403404076,1.983166916,1.14834845,1.249809382,1.929525911,1.749190983,1.113033665,1.166072676,1.140516919,0.993638135
Lsp1gamma,0.282854909,0.326882449,1.962437971,1.979440058,0.911576545,0.764176276,2.990918566,3.11398381,2.633779926,2.75045644
Cpr62Bb,1.869358181,1.441589712,1.307253642,1.341416524,1.651269873,1.494057132,1.230817842,1.250173332,1.045722536,0.709643545
Gbeta76C,-0.189367703,-0.209011157,-0.893062125,-0.781280818,-0.158719219,-0.25317131,-0.985816127,-1.106311618,-1.415422269,-1.513666621
CLIP-190,0.210139457,-0.086078518,-0.530989281,-1.13714001,-0.670704152,-0.106094211,-1.151938975,-0.651155727,-1.26600364,-1.406636667
Tm2,0.600555219,0.448795255,0.419754605,0.427713432,0.245982361,0.066674763,0.446679711,0.378511623,0.310340121,0.451857294
Cka,-1.054242492,-1.064917477,-0.726710901,-0.584803813,-1.122836871,-1.026175688,-0.499483455,-1.050562184,-1.104356136,-1.116003897
Syt1,#VALUE!,0.036468167,0.059078342,0.115565996,#VALUE!,-0.139267575,-0.068891867,0.002882509,-0.469869313,-0.50704959
Strn-Mlck,-1.758867612,-1.59009318,-2.276205559,-2.685570289,-1.968943637,-2.249890914,-2.361861272,-2.637917313,-2.154441705,-2.331481443
lark,-1.879966629,-2.028675338,-0.801807618,-1.220009135,-1.682510686,-1.418465565,-0.826002733,-0.458961016,-0.923030524,-0.515851555
Pros28.1,-0.898699548,-1.156562796,0.009060468,-0.26711434,-0.733723177,-1.064344134,0.061015775,0.282617721,0.10191896,0.339023333
,-0.691802243,-0.190997225,0.188400925,0.050606174,-0.259875479,-0.624576828,0.166586914,0.375845725,-0.242515848,-0.010061736
Rab11,0.54428754,0.858538066,1.070732786,1.320715722,0.799336025,0.884636991,1.29495887,1.332335577,0.884636991,1.059355278
ND23,0.148218272,0.189666447,-0.501830845,-0.430528352,-0.306466208,-0.27064301,-0.676042019,-0.444026825,-0.560749219,-0.463708329
,-0.309019793,-0.526119595,0.483054736,0.492006976,-0.643946361,-0.879860431,0.430178204,0.449534963,0.31556623,0.309292623
Ras85D,-0.30587756,-0.188364569,0.25761413,0.350723534,-0.12107852,-0.190849011,0.153027043,0.218719182,0.117030053,-0.183506784
GstE2,0.117163075,0.374622206,-0.085557939,-0.100607788,#VALUE!,0.172487516,0.217727042,-0.30115923,-0.313333642,-0.07975244
veli,1.597983994,1.389676937,1.154583209,1.092681041,1.759667186,1.305620381,1.213627239,1.176769556,0.832525498,0.874442887
,1.436268465,1.391162805,0.422771219,0.626579311,1.036468167,1.060808317,0.738811063,0.579759427,0.477262849,0.55522718
nrv1,0.303342394,0.387693396,0.088005871,0.268673925,0.751120896,0.46550437,0.060324133,0.278222698,-0.046220735,0.006477564
ico,-1.597015936,-1.895824394,-1.621000163,-1.529739076,-2.203435469,-2.282579104,-0.990538162,-0.014674452,-1.746470534,-1.921444814
Snap24,0.567642792,0.392427338,0.708054771,0.748976389,0.671565126,0.709643545,0.565402204,0.684639231,0.312200463,0.398240905
CG9132,0.332965663,0.153156788,0.145873062,0.385927957,0.223916751,0.095046725,0.008200014,0.198368423,-0.297590684,-0.033525234
Cry,1.065848003,0.593210331,0.55885537,0.833011499,0.916247324,0.274291484,0.620398731,0.446891405,0.501617481,0.359071312
RhoGDI,1.120020096,0.709378871,0.998917573,0.911039586,0.89832446,0.6098495,0.913722387,0.862193478,0.602266827,0.966208952
I-2,0.319964694,0.232783534,0.339593501,0.360308085,0.338338835,0.091936738,0.009490503,0.162725653,-0.373159067,-0.210813296
Men-b,-1.083691521,-1.160395085,-1.198990382,-1.197897795,-0.992144312,-0.884753632,-1.379544963,-1.263126741,-1.600905487,-1.788165424
,0.416515504,0.443182267,-0.427828221,-0.400548894,0.60302689,0.372283513,-0.31767841,-0.459080005,-0.58290092,-0.574003679
Nap1,-0.228334117,-0.307037247,0.02219024,0.034638318,-0.29228086,-0.740552743,0.078063256,0.098419558,-0.409220753,-0.482149863
,0.778376811,0.184851546,1.586068143,1.724650272,0.500292177,0.172103428,1.376345956,1.334568276,1.424707146,1.555079898
CoIV,0.545474211,0.478920048,-0.251624644,-0.214357387,0.5290713,-0.003611254,-0.339454668,-0.316977335,-0.520541772,-0.273587269
,-0.505738012,-0.186376809,0.654068863,0.634035597,-0.419796616,-0.355959157,0.60473557,0.814837498,0.258579224,0.492212122
,0.13211616,-0.154971685,0.314406508,0.095721922,0.152507948,-0.268260646,-0.007492583,0.051302489,-0.207011418,0.153545952
cype,0.361431504,0.487589248,-0.337903903,-0.286955304,0.496206666,0.417271945,-0.24771383,-0.305289153,-0.374729511,-0.326099903
fau,-0.479854373,-0.738794166,0.260868739,0.293841299,-0.509799575,-0.759526907,0.296662968,0.308943288,0.110496882,-0.07497283
,1.513642334,1.373341963,0.586500555,0.765704465,1.645056013,1.146850696,0.649017565,0.603976406,0.588996402,0.608903843
,-1.565203662,-1.184031162,0.345850517,-0.574025155,-1.683298145,-1.480156203,-0.416461661,-0.108736368,-0.651314331,-0.433194586
Vap-33-1,-0.823498497,-0.777393251,-0.384602537,-0.511855224,-0.416981638,-0.779670045,-0.46211753,-0.400929819,-0.823166629,-0.88904884
,-1.105224912,-1.171465901,-0.492159702,-0.520314141,-1.168933489,-1.312186797,-0.48895709,-0.483823442,-0.621399598,-0.623976395
